#Activity	walking running walking standing 
#ActivityID	1 2 1 8 
#Date 08-22-18-45
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-5968	-6316	13824	-240	309	-38	-13816	-7984	-4864	-1779	692	-273	-21000	12608	-5672	3254	2114	1224	4512	1168	19464	-1075	-2533	1087	-19616	-2504	-10232	-655	-532	-169	-32768	-6008	-10824	-572	-4321	2066	129	122	1
-6368	-7504	13120	-193	286	22	-9832	-8032	-5200	46	313	-526	-13344	4592	-4200	-1619	2665	-184	6656	15640	13456	206	-3514	1480	-10128	-7448	-8488	484	-1629	-358	-26584	-4768	-8320	738	-3875	2664	95	125	1
-6068	-6776	13644	-189	319	50	-16600	-3872	-3936	189	156	-451	-15168	-248	-2768	-2819	2775	528	5976	7912	13472	-758	-3933	2639	-5928	-10416	-7504	2153	-2431	111	-21992	-6888	-8368	1604	-3838	2044	91	126	1
-5840	-6936	13692	-191	328	59	-20976	-3272	-2800	-241	162	-68	-16008	-6112	-4992	-1991	2413	1179	3176	1120	13888	18	-4166	3242	-7328	-6504	-5272	2966	-3518	325	-19376	-3128	-9368	1649	-3716	2154	172	125	1
-6112	-6784	13232	42	319	223	-17320	-2808	648	-545	67	-380	-17728	-3416	1576	334	2277	1333	584	5720	14496	157	-4440	3315	-6104	-4000	-4800	2702	-4394	702	-14760	-2864	-10112	864	-3376	2136	107	131	1
-6476	-6192	13696	12	355	247	-12688	-4680	1352	-664	177	-542	-15208	-1960	6080	1566	2258	1264	-2136	5096	16456	15	-4975	3172	-4064	-672	-4592	1718	-5155	1270	-11448	-3792	-10648	-12	-3101	1683	138	127	1
-6468	-6832	13420	5	386	302	-13616	-6624	3440	-583	563	-402	-14888	-4656	9344	786	2691	953	-3696	7184	17408	319	-5649	2992	-7432	-1248	-5104	342	-5625	1527	-9616	-4712	-11832	-455	-2722	818	126	129	1
-6956	-7288	12716	130	427	391	-13992	-9352	3520	-211	1031	-164	-15928	-4816	7880	-336	2906	143	-4856	10520	18464	471	-6172	2947	-10200	-2760	-7184	-499	-6130	1516	-6760	-5368	-12256	-488	-2655	265	120	128	1
-6920	-7340	12648	333	381	539	-11992	-5768	1072	302	1271	-275	-17888	-3232	456	-605	2504	-116	-6672	14232	19360	698	-6456	3046	-12312	-2568	-8720	-763	-6818	1571	-1752	-4360	-14592	-833	-2189	285	117	131	1
-7608	-5704	13532	220	424	584	-14032	-2152	-4064	-42	1435	-291	-17992	-592	-4224	-763	1985	6	-8216	18800	21088	936	-6249	3309	-15008	-2440	-10136	-1004	-7360	1500	600	-6096	-13896	-810	-867	-200	118	132	1
-7736	-5008	14280	100	604	597	-18832	-2808	-5984	-644	1308	-290	-15848	-152	-6224	-546	2014	232	-16328	25776	28224	1192	-5583	4154	-18304	-752	-18560	-1369	-7997	1371	704	-5288	-13920	-1372	-781	-516	120	132	1
-7544	-5148	14424	77	857	614	-18840	-3416	-3400	-1067	1147	-334	-17144	-1576	-4664	-112	2006	304	-29616	26776	29752	1688	-4964	5490	-23016	552	-21912	-1092	-7947	908	616	1184	-11744	-1856	-955	-691	115	127	1
-7532	-5040	14724	56	1157	588	-15504	-5408	-280	-942	1373	-211	-19464	-3696	1248	314	1597	155	-32768	29320	29048	1897	-4531	5772	-32768	6680	-29960	-687	-7287	758	248	10848	-5536	-3219	-999	220	120	123	1
-7940	-6064	14472	37	1457	683	-15344	-7656	824	-457	1796	-56	-18416	-3512	6416	-164	1342	-32	-32768	23816	16376	1481	-4519	4750	-28952	7784	-30656	237	-6040	559	-13648	12184	16384	-3334	-1465	1931	116	124	1
-8520	-7564	14672	70	1821	925	-17224	-7648	400	-382	2147	0	-17920	-2608	7296	-1329	1540	-105	-32768	5048	-3064	794	-3524	2368	-8848	9704	-28928	-341	-3985	1062	-30384	-3952	32767	-1935	-169	1130	123	130	1
-8096	-7560	15216	88	2320	1325	-20256	-3584	-456	-1001	2373	-7	-19248	-2576	2712	-2071	1564	-95	-32768	-18128	-3872	3031	-1862	-175	-10496	328	-32768	35	-1572	1319	-30352	9632	32767	1532	177	37	131	129	1
-7884	-4432	16604	95	2929	1565	-20816	-2544	-2560	-1804	2539	108	-18176	-5920	192	-2017	1266	127	-32768	4424	-5768	979	-511	-1068	-10064	-1048	-32768	761	-1033	1184	-14520	6408	17296	3049	969	273	119	130	1
-8116	-4780	16464	-139	3736	1730	-20200	-3648	-1256	-1765	2819	412	-19656	-6416	2040	-1286	607	205	-32768	4248	5016	-1836	1766	-1954	-5304	2968	-28312	3075	4413	220	-13088	8904	11232	3229	966	725	101	131	1
-9720	-6276	15732	-485	4574	2152	-21920	-2328	2144	-1363	3164	518	-21880	-3936	11184	-603	-593	439	-13144	13552	9464	-1288	2224	-1282	-18336	-2184	-28016	864	5196	-726	19032	6176	-28712	5443	5553	-2231	202	130	1
-10228	-9576	15532	-798	5744	2845	-27144	1176	9080	-1887	3500	453	-22024	-2752	23320	-1120	-2596	233	-32768	-32768	32767	1434	5873	-2717	-32768	-26416	-11936	-3730	1346	605	-32768	32767	3696	605	216	1051	167	131	1
-19236	-12764	21456	-925	7370	3692	-32768	176	6168	-3242	3654	550	-20224	4256	17056	-779	-2200	496	-32768	27792	32767	-1189	2386	-2394	5616	-32768	-24328	-8161	3484	-719	-32768	-5008	12808	-10007	2142	158	164	133	1
-26832	-23984	26908	684	7126	4853	-32768	-18240	8960	-4500	3567	817	-28480	-3600	2160	-2414	-1623	347	-4744	7024	12424	-454	2446	-1097	-32768	-13120	-6632	-5702	4856	-2168	-24480	-26720	-23376	-7928	1549	-2403	129	129	1
-29456	-19136	32767	1768	7077	5254	-26976	-21848	-2184	-2766	4022	1160	-31840	-18080	-15696	-2276	-906	-877	-17632	20584	15960	-1026	609	-919	-2120	7912	-16512	-3330	3195	653	-1064	-25800	-5024	270	-122	1745	122	126	1
-18840	-26504	29984	-528	4639	2846	-27464	-9456	-16304	1622	4100	1742	-31872	-6376	-11256	464	-2602	-1546	-6224	6880	15424	-575	222	-406	2248	896	-13088	-312	1166	1270	-5568	5864	-17256	4398	2818	-422	113	132	1
-15808	-32768	32232	1731	-174	795	-24240	-10744	-9008	1815	2511	1086	-32768	2888	-6808	2676	-3670	-1059	-4136	10568	14376	-330	97	-217	-26192	-3992	-14616	2960	1674	645	-28144	22504	-16992	4370	2882	1116	122	130	1
-3160	-13756	22504	1592	-1581	301	-22072	-3880	-8864	1548	827	180	-32768	5904	-10520	2564	-3874	-1241	-4272	9416	13488	-209	95	-130	-28832	-640	-13536	5383	976	847	-19896	10072	-5536	1893	2268	821	118	132	1
-1300	-20456	17072	142	-2730	-666	-14184	-4400	-8752	1777	-218	613	-30880	9088	-8880	484	-3697	-1914	-2680	9584	14032	47	141	-113	-16048	9488	-3760	4272	427	628	-18144	1896	-3480	529	1945	-17	117	129	1
1804	-14792	12644	723	-3769	-1193	-8888	1176	-7408	952	-1452	177	-28104	7520	-9576	-1157	-3368	-1674	-3184	9544	13744	229	115	-150	-13160	5560	-1744	899	284	1046	-16792	-1760	-3248	388	1577	-1298	123	133	1
1600	-7840	10524	-88	-4038	-1848	-8512	1184	-8000	31	-2728	87	-22816	3680	-9992	-1933	-3164	-1797	-3408	10184	13216	382	170	-157	-12200	8088	-4040	-1477	580	120	-14080	408	-3512	833	1572	-1441	126	138	1
-2260	-8724	10944	-707	-4225	-2344	-8264	-400	-8208	-427	-3916	15	-15968	968	-9904	-960	-2787	-1866	-3296	12128	11808	289	138	-197	-18544	6544	-4184	-2383	444	-203	-13152	5584	-1864	733	2561	-1138	107	140	1
-5872	-7588	12516	-1114	-4720	-2779	-4856	1360	-8480	-547	-4755	-137	-12048	1288	-10088	-137	-2500	-1929	-3352	11160	12160	119	141	-225	-21552	-2744	-3944	-1707	26	161	-16064	5464	2112	-334	2594	-733	68	137	1
-7000	-7240	11820	-1515	-5116	-2968	-17624	6032	-6576	-15	-5123	-465	-12672	2968	-8144	1296	-2774	-1755	-3832	10040	12840	114	200	-215	-15432	2264	-1544	1551	183	369	-14816	5352	4544	-673	2406	-1224	186	134	1
-10632	-11616	12048	-1637	-5280	-2989	-13624	-14480	3888	1458	-6638	-225	-8272	2448	-11704	836	-1501	-812	-3512	10264	12384	66	180	-243	-10952	3448	2472	1812	512	215	-11472	9824	5416	125	2346	-374	138	134	1
-11136	-9900	13072	-1464	-5386	-3297	-504	-2112	-9920	320	-5548	-668	-5568	3232	-14680	1116	-1460	-863	-3680	11184	11688	-53	163	-283	-12400	11048	2664	1315	881	259	-15696	11760	3856	29	2175	-22	120	132	1
-13716	-11036	15720	-2242	-5110	-3406	-13000	-144	-11840	1542	-7001	-1077	-2768	5848	-14048	1661	-1165	-374	-3816	11064	12104	-218	143	-351	-15600	9824	1504	-248	1204	-119	-19328	9320	2944	258	2365	13	121	134	1
-23896	-15392	19284	-2457	-4933	-3628	-15056	1120	-15096	1233	-7420	-755	1592	9024	-12784	2089	-1153	-21	-3520	10648	13064	-242	224	-489	-17760	4400	-1144	-1264	1422	-192	-19552	2888	2488	106	2118	121	120	131	1
-32084	-16628	19104	-2203	-4596	-4423	-16432	-4208	-19784	1078	-7238	-968	3608	8376	-11976	2562	-1047	426	-3096	10560	14088	-19	393	-614	-18904	-2672	-1080	-779	1595	-79	-16864	1056	3064	381	1807	-54	120	134	1
-32768	-12916	16540	-1709	-3645	-5061	-21648	-11232	-22784	1547	-6816	-945	-1672	-1440	-4448	2269	-794	140	-3568	9784	14416	260	700	-642	-16304	-2576	-2912	611	1860	126	-15280	80	2704	690	1750	-36	118	136	1
-32768	-4020	11408	-1849	-2479	-5098	-28480	-9968	-27088	2468	-5796	-814	-14600	-7808	10216	1752	-1153	-1441	-4232	9656	15120	363	1103	-645	-16600	2520	-2984	1146	2099	174	-15608	1368	2648	878	1644	-264	117	132	1
-32768	6720	492	-2200	-1716	-4314	-15976	-6632	-26648	1457	-4148	-747	-25648	-3136	14368	2176	-1192	-2227	-4112	11296	14944	556	1527	-809	-16752	3064	-2896	1113	2134	153	-18144	1568	2216	1488	1530	-138	124	136	1
-32768	23032	-7952	-2692	-1424	-2558	-14160	-5304	-26608	1263	-3893	-810	-23160	6096	17600	321	44	-162	-3872	11000	15944	758	2028	-1058	-20208	2840	-2976	400	2621	-57	-19296	6784	952	1936	1252	-102	127	132	1
-32768	29144	-12108	-2709	-756	-457	-7704	400	-27720	-2195	-929	-1258	-17784	-1704	17760	-2912	645	454	-3512	10744	16336	1070	2606	-1366	-20648	976	-3736	329	2955	-176	-18920	10152	600	1424	668	23	120	145	1
-32768	21516	-9604	-553	-286	1408	-4920	184	-25360	-3615	1074	-684	-16752	-8280	18696	-4509	670	-510	-3392	10480	16192	1524	3257	-1748	-21512	320	-2768	232	3209	-339	-17984	10064	6048	738	-53	-35	111	130	1
-32768	18472	-3124	7668	1282	5261	-14800	-22568	24816	-7007	2026	-237	1472	-14400	-10408	-5318	2676	-362	-2240	10856	18168	2223	4076	-2307	-24592	-2984	168	413	3551	-413	-19816	8496	15552	989	-1618	171	110	133	1
-32768	7700	32767	1481	3777	3480	-32768	-17336	-13104	5375	3167	-1037	-32768	-32768	31096	-331	579	-1372	1464	14920	18472	2991	5761	-3170	-32768	-10664	7096	1392	3901	-767	-28616	2256	21896	501	-2325	185	165	135	1
-28160	-13716	31324	1251	3151	2088	-14392	15232	-19864	9000	5858	2514	-28240	4960	-10088	6782	1369	1534	-5768	24728	22664	3887	7460	-4647	-32768	-8952	8000	3466	3944	-513	-24792	-13616	14224	-535	-2149	-1034	136	120	1
-25732	-7860	20728	1539	734	623	-17792	-7992	-24368	2982	4514	609	-11456	18008	-29456	6092	1121	1810	-9992	28224	24360	3758	7614	-4890	-32768	12624	-2680	3729	3928	-603	-27128	-3776	-2456	1745	-2109	-1303	132	130	1
-15368	-14228	9956	937	-138	361	-9528	-7088	-17704	3724	2526	-1495	-2952	15832	-15168	958	978	104	-12680	26216	27432	545	7421	-6008	-29392	13552	72	1025	3417	-955	-32768	12776	-15304	3877	-1564	-412	122	143	1
-10044	-6628	14188	441	-121	111	-18800	13472	-15592	830	1598	-458	-20096	7656	-17744	-1991	2388	225	-8920	21520	30056	3117	4008	-3575	-24712	6672	-15976	-1954	3302	-1068	-32768	14184	-11464	2251	-2637	835	129	139	1
-8152	-8216	12236	148	10	2	-20744	-1624	-11056	-4722	650	-147	-24576	-1656	-12920	-1659	2249	-701	-6968	32767	32767	-1486	-2602	-1360	-21656	7008	-14024	-2714	1795	-1153	-32768	9320	-6976	-815	-3851	1205	125	124	1
-7420	-6408	13124	7	92	21	-19864	-3072	-7920	-5293	86	-756	-18248	920	-2976	-1452	1869	-965	3312	11664	17152	-2721	-4706	-1403	-22968	-1528	-7536	573	713	-632	-32768	7312	-8584	-1418	-3809	1296	107	116	1
-7368	-7288	12620	-122	148	-2	-15064	-12000	-4696	-4074	-187	-703	-17592	-1384	-3104	-1694	1997	168	3552	16944	9168	-2223	-5638	-902	-10376	2976	-7824	597	-1167	-224	-25976	2576	-8464	-1187	-3229	1692	90	121	1
-7332	-7328	12180	-202	226	-5	-12520	-14936	-2944	-235	275	-494	-15336	-5464	-5080	-1896	1835	1542	4088	17856	5768	-3268	-5527	512	-5920	-560	-7160	888	-1839	-512	-20032	1560	-10336	-275	-3161	1606	168	127	1
-7512	-8076	12012	-230	278	-3	-13384	-12968	-3560	2254	652	57	-14504	-8280	-4624	-1143	1757	1805	2744	8160	4528	-2305	-5288	1817	-7264	-296	-5616	1340	-2581	-515	-19912	3288	-8520	89	-3091	1589	145	130	1
-7532	-8312	11680	-229	278	-3	-15480	-4752	-2872	2636	681	381	-12872	-7384	-3912	-113	1884	1257	3240	10696	2672	-774	-4763	2501	-9656	2872	-5968	1429	-3606	-437	-17344	4872	-9456	-428	-2530	1865	133	129	1
-7700	-8124	11624	27	131	84	-19080	3216	-768	-50	299	-147	-16328	-664	1640	248	1922	669	-784	15032	5688	-449	-4306	2968	-7848	4136	-7464	1368	-4385	-151	-12760	4512	-10504	-1300	-2576	1573	127	131	1
-7612	-7508	11860	-1	162	104	-14104	-2360	1160	-2190	68	-272	-15584	3960	5608	89	2073	521	-2816	15248	7376	-408	-4463	3405	-6624	6888	-8008	915	-5009	253	-9472	3024	-11128	-2139	-2366	1088	123	137	1
-7776	-8052	11456	36	106	136	-12208	-7040	3616	-2546	316	-213	-14008	-3720	7264	-796	2410	528	4240	-7952	19528	-138	-4648	3483	-8144	6936	-6080	87	-5354	530	-7736	1152	-11728	-2625	-1945	676	126	138	1
-9544	-17900	10988	-122	125	743	-22168	-19704	19224	-1800	-2169	-1093	-14912	-11240	6400	-1478	2506	497	-8208	17280	10720	124	-4847	3501	-9376	6000	-10264	-1001	-5727	598	-7528	-1352	-11720	-2494	-1821	374	125	137	1
-7216	-7384	11824	156	-22	388	-13840	-10720	1656	-161	1025	732	-17520	-11568	-1872	-129	2020	406	-7648	16976	11368	157	-4936	3522	-11176	4040	-9872	-1522	-6177	715	-6536	-3136	-11736	-2571	-1585	287	122	139	1
-7764	-8136	12048	315	-18	254	-13816	-8032	-4248	1494	1626	-200	-18152	-816	-4880	432	1647	235	-15448	32767	11928	790	-4604	3221	-12432	800	-13552	-1686	-6467	945	-5472	-6712	-12784	-2294	-1375	138	125	139	1
-8064	-7572	12572	312	36	501	-18472	-4016	-4584	1566	1761	8	-16504	3056	-5304	121	1637	369	-13984	30664	17672	489	-4673	4316	-14856	600	-15048	-1238	-6825	1070	-4056	-9568	-11664	-2079	-1252	-192	121	138	1
-8068	-7140	12980	141	270	623	-18352	-2360	-3704	343	1362	22	-16016	1320	-3048	-514	1685	508	-20032	19488	21336	1099	-3751	5445	-22128	1768	-18272	-1275	-6982	1424	-4520	-6432	-4128	-1832	-1171	-304	122	134	1
-8148	-7716	14556	242	643	809	-17232	-3696	-3088	-1064	1149	-216	-19080	-3056	-728	-596	1496	533	-32768	22424	25600	2888	-2765	5960	-25896	4896	-24864	-1627	-6408	1257	-4816	4184	3288	-1491	-1021	584	122	129	1
-8200	-7584	14076	113	1070	977	-18760	-4080	272	-1870	1221	-206	-21568	-4184	3016	-590	1341	356	-32768	15720	21984	1497	-2654	4739	-24184	6088	-27528	-1601	-5082	609	-9512	12056	10744	-1254	-380	1955	120	134	1
-8156	-6956	14680	134	1515	1064	-17104	-7320	-48	-1649	1619	-118	-18312	-3624	5400	-926	1412	137	-32768	10880	9104	-381	-2723	2226	-13696	5544	-27984	-1730	-3221	117	-21120	4352	24968	-637	314	1867	143	130	1
-8252	-6404	14832	148	2066	1184	-17800	-6528	-1480	-794	2125	53	-17440	-2960	2104	-771	1402	179	-32768	-1576	72	-133	-2165	-118	-12240	192	-31144	-617	-1542	535	-23824	-1960	25416	1196	300	743	120	129	1
-8244	-6316	15264	83	2683	1282	-19536	-3760	-2488	-158	2560	215	-18496	-3208	-600	-682	1212	461	-32768	-2472	-2152	635	-914	-1341	-5648	-936	-28936	1187	494	991	-18896	2512	19736	2387	451	466	98	130	1
-8340	-5760	14932	-49	3270	1430	-19640	-2888	-2496	-215	2736	232	-18168	-1424	1064	-560	871	479	-32768	1568	4272	78	974	-1804	-4624	-1184	-27296	2122	2756	653	-15200	5432	19720	3531	356	89	145	131	1
-9108	-6508	13788	-242	3821	1682	-18944	-2624	-928	-520	2874	290	-18624	-1840	4128	-687	490	457	32767	2376	23880	-2210	4972	-3208	-32768	-4680	32767	11840	1728	-997	-3472	12872	-4080	3801	2493	-672	159	132	1
-8108	-8188	17512	-204	4567	2013	-21600	-6288	2240	-1253	2983	390	-21800	-9376	6968	-749	-14	214	-32768	16704	32767	-458	4120	-3223	-11424	21152	-24464	328	1304	1319	-31800	32767	25808	2146	1431	1197	119	133	1
-7788	-10628	15324	-358	6067	2724	-32768	-3184	7224	-1513	3171	683	-29224	-11744	13056	-503	-1690	-187	-15360	20704	20056	-422	2511	-2270	-19176	-3880	-13752	-1681	4839	-1212	-14176	-5792	-5416	-5065	2308	-2040	136	130	1
-28084	-18160	20056	287	7070	3979	-32760	-3488	7512	-3024	3178	532	-25208	288	15440	-430	-3586	329	-9624	11712	17824	-348	2192	-1412	-17176	9728	-9984	-3525	3440	-746	-14920	-13864	-11648	-4803	158	77	137	126	1
-23100	-19656	23620	1451	6847	4780	-30120	-14208	6888	-3642	3278	492	-26544	4248	-2000	-122	-2583	597	-10808	17152	15056	-983	981	-1056	-11544	7112	-17728	-5470	2911	-524	-10200	-10032	-5376	341	1170	2	121	130	1
-23212	-9064	25040	1362	6915	4476	-22632	-11680	-7968	-1651	3449	476	-24960	-1328	-13928	-1826	-1932	-319	-3592	3608	16048	-701	150	-385	-16112	-5736	-15848	-3851	1570	174	-20904	7216	-15040	2131	2003	3	126	133	1
-11736	-24828	25240	-2232	4904	1965	-21952	-3960	-23624	1405	3296	1223	-28432	1888	-11744	-1165	-2695	-1221	-4064	8120	15304	-411	62	-145	-24592	-13056	-13480	1341	1579	202	-19720	5192	-7984	1510	2337	723	132	137	1
-31904	-24440	32767	-1999	4243	2571	-23784	-4672	-5880	-799	1580	511	-32008	6008	-6176	-215	-3350	-1473	-3304	8680	14504	-227	77	-127	-17176	-2360	-9144	5048	1160	910	-18976	1720	-4192	1355	1791	574	128	135	1
1104	-3992	21188	144	-3065	730	-18008	-1784	-6296	-108	-58	39	-32032	-1048	-9336	323	-3290	-1734	-3056	8976	14184	-5	106	-113	-16496	7272	-4768	4750	748	884	-17984	2112	-3160	1539	1755	-58	123	132	1
-464	-17248	14020	-1020	-3725	-4	-11904	-2248	-5912	153	-937	226	-25728	2752	-7464	-215	-3112	-2028	-3232	9104	13936	79	76	-135	-15008	11328	-3152	1449	359	638	-15472	5600	-1624	1250	1769	-907	126	132	1
-408	-15052	11400	0	-4351	-776	-7528	880	-6160	-283	-1729	-51	-21640	3000	-6976	-966	-2948	-1647	-3272	9208	13768	106	65	-162	-14616	6200	-3632	-1507	621	142	-14664	4744	-1584	568	1598	-1106	131	135	1
-1464	-8908	10940	-462	-4340	-1697	-9600	-408	-6704	-704	-2622	-31	-19216	-1392	-7008	-811	-2753	-1336	-3376	9928	13208	106	51	-174	-17720	3760	-4568	-2614	702	-254	-14504	3912	-1184	15	1687	-894	88	136	1
-3996	-10324	10080	-1006	-4321	-2431	-9728	-2528	-6136	-215	-3567	-36	-15624	-1560	-7424	309	-2584	-1284	-3392	9784	13208	67	60	-180	-18424	-320	-4232	-2053	349	14	-15600	2776	-1240	-186	1939	-659	107	137	1
-5456	-8408	10104	-1029	-4391	-2754	-8232	-984	-6904	397	-4212	-266	-14144	1424	-8264	1186	-2426	-1083	-3200	9640	13240	72	83	-163	-16632	-2200	-4208	-358	232	220	-15280	1208	88	-39	1964	-603	169	137	1
-6840	-6972	11068	-1407	-4353	-2893	-7808	-976	-6400	835	-4639	-422	-9160	5968	-5192	1468	-2367	-765	-3584	9528	13232	75	112	-153	-15336	-2552	-3864	1232	304	408	-15136	-376	968	1211	1827	-1105	131	138	1
-9592	-8928	13208	-1592	-4469	-3030	-9584	-2272	-8536	1614	-5087	-403	-6760	6448	-10880	1170	-1733	-155	-3408	9400	13200	17	118	-163	-15992	4888	-1768	1767	377	431	-12720	5768	3240	462	2491	-623	103	138	1
-12564	-9768	15112	-1638	-4756	-3178	-10736	-1288	-9608	1659	-5511	-443	-5408	3840	-9408	879	-2001	-416	-3328	9448	13272	-13	144	-218	-15472	6328	32	1140	529	267	-13576	10208	5400	961	2552	-731	109	136	1
-14488	-10808	15868	-1799	-4904	-3282	-12640	-560	-8840	1301	-5982	-423	-4400	2928	-10056	781	-1583	-196	-3032	9768	13440	-78	187	-292	-14576	6288	1192	277	785	160	-17672	12352	504	268	2706	-726	133	136	1
-17172	-14760	16804	-1727	-4751	-3478	-14584	-1808	-10432	864	-6406	-558	-2816	3000	-10208	945	-1203	11	-3376	9584	13816	-108	263	-409	-15816	5544	-352	-512	1106	63	-20024	7520	664	-482	2316	-441	124	136	1
-24528	-19992	20332	-1355	-4520	-3964	-18832	-4704	-15136	828	-6727	-720	-1800	3528	-9280	1266	-804	87	-3368	9568	13976	-28	384	-531	-17776	3080	-2632	-771	1297	-7	-18608	3288	1304	-1017	1818	-71	121	134	1
-31272	-14688	20408	-1482	-4071	-4847	-22632	-7528	-15864	1352	-6786	-647	-4688	2352	-4960	1530	-620	129	-3072	9000	14304	121	535	-640	-17672	552	-2520	-281	1440	8	-16264	3464	2936	-499	1786	-102	120	136	1
-32768	-7240	16416	-2309	-3162	-4797	-24088	-9992	-20288	1656	-6231	-642	-8896	-2792	4456	1946	-772	-356	-3752	7352	15592	356	803	-731	-17400	-816	-2600	525	1628	115	-17336	2896	4160	302	1771	-274	122	133	1
-32768	-2064	9940	-2647	-2655	-3943	-23312	-6928	-21496	948	-5144	-659	-19936	-3856	12288	1193	-1088	-1363	-3344	9936	16000	559	1155	-832	-18424	2128	-1040	1039	1923	64	-18408	2264	4160	811	1515	-324	116	141	1
-32768	13160	-1692	-2161	-2537	-2486	-12904	-2472	-27640	-289	-3618	-1106	-26960	3736	23248	-550	-112	-880	-3904	10488	16352	692	1627	-1033	-20104	3112	-2032	890	2226	17	-18216	1192	4752	1228	1259	-119	106	140	1
-32768	28228	-10840	-2683	-1624	-272	-9680	-64	-27624	-2928	-2001	-1208	-18728	-4952	15864	-3414	842	-693	-3864	9712	17104	819	2174	-1248	-20632	1032	-3416	662	2603	-130	-17936	3120	3536	1822	1230	-66	162	139	1
-32768	21548	-13600	-690	-863	1364	-4896	-2832	-25296	-3827	219	-968	-18944	-12216	10432	-3740	1075	-363	-3688	9528	16816	1050	2825	-1427	-21208	896	-2448	471	2805	-331	-19256	8000	3808	1986	992	-172	117	131	1
-32768	12544	-5132	1426	304	1673	-6712	-5024	-25152	-2219	2735	56	-7192	-17936	7608	-2405	146	-358	-3520	10824	16904	1544	3412	-1832	-21416	1064	88	326	3174	-441	-19992	9336	9768	1268	-44	-262	115	127	1
32767	-32768	19168	5913	2397	2606	-32768	-29648	32767	-6636	1314	907	-3264	-16824	-19888	-2357	1909	657	-1976	11776	19712	2294	4196	-2522	-26168	-152	1976	645	3619	-506	-20480	13752	16128	1217	-1866	-57	123	121	1
-32768	11068	32767	2072	4371	3620	-19200	-16784	-32768	7896	3084	-1264	-32768	-23208	32767	4854	-1131	-792	-176	18872	18904	2704	5795	-3771	-32768	-8088	5096	1773	3949	-783	-20768	14200	17368	1364	-1959	52	125	137	1
-25536	-15284	18804	923	2355	2258	-18904	32767	-15848	4887	5435	1922	-28816	22048	-13024	6182	2335	1616	-16360	32767	26592	2290	7097	-5334	-32768	2104	3392	3497	3878	-528	-26736	-2520	15912	-156	-2566	-766	120	132	1
-8184	-4376	13884	472	2346	1056	-21728	-5656	-11376	1120	3157	-292	-7208	22728	-17888	2191	1313	752	-14896	32767	28944	186	7273	-6298	-32768	17584	272	2254	3768	-972	-27800	5552	-6848	1793	-1661	-457	136	137	1
-13412	-7252	12380	1287	320	583	-4392	-11616	-13784	845	1970	-940	584	10032	-12096	-2161	1494	133	-19184	32767	31688	68	5980	-5051	-26368	13192	-14168	-401	4642	-1201	-30152	13824	-15960	1746	-1481	758	128	139	1
-14000	-13168	11484	586	15	275	-15304	4624	-13416	-49	1591	-968	-16448	-9896	-16968	-3507	1852	79	-32768	32767	32767	-380	1478	-3011	-20504	4488	-31608	-4101	3464	-1887	-32768	9232	-6112	-690	-2758	946	142	128	1
-8792	-8108	11988	335	10	185	-29440	264	-8784	-3494	1021	261	-22904	-4272	-8480	-1148	1862	-660	10840	23816	21176	-2094	-1817	-1297	-27344	-472	-1224	-1246	1503	-843	-32768	3288	-9640	-2462	-3541	1061	129	122	1
-7536	-6112	13264	97	100	103	-16664	-3520	-6424	-4369	250	-718	-18728	3864	-3336	-492	1818	-126	4408	16400	16656	-1795	-2883	-772	-14064	-1816	-10336	-877	-61	-558	-27768	-936	-8264	-2383	-3590	1720	123	121	1
-7468	-7764	12128	-148	223	65	-14232	-10592	-3944	-2757	185	-695	-17936	1752	-5128	-1390	1929	679	10216	16488	8144	-2074	-3634	717	-6496	-2816	-5384	809	-947	-600	-24800	-3120	-6736	-885	-3147	1845	121	125	1
-7724	-7756	12008	-223	234	89	-13272	-15448	-3624	167	634	-313	-16192	-4800	-6248	-1343	1832	1542	6944	7880	5896	-1841	-3645	1800	-7688	-1528	-5416	1646	-1966	-457	-20872	-1184	-7800	477	-2983	1485	113	126	1
-7948	-9300	10956	-161	199	131	-14456	-10344	-3328	2672	825	393	-13096	-6920	-4784	-235	1815	1675	4768	7840	6208	-916	-3589	2554	-7680	768	-5456	1359	-3122	-185	-18080	736	-7944	920	-2896	1559	152	129	1
-8108	-8496	11096	35	110	202	-18952	1336	-3360	1706	600	101	-13752	-4328	-2600	746	1956	1176	2832	8016	7712	-525	-3681	2866	-5792	1008	-5040	1129	-4017	141	-14656	1520	-8408	319	-2591	1436	129	132	1
-7936	-7176	11972	56	151	203	-16712	1736	-968	-646	204	-197	-16056	864	2344	1129	1966	883	-416	8624	9752	-147	-4070	2867	-5048	2248	-5416	823	-4463	374	-12728	1008	-8984	-643	-2328	1049	119	135	1
